SYS_NO,NTCE_WATER_ID_NM,NTCE_WATER_TITLE_NM,NTCE_WATER_CN,CTGRY_ONE_FLAG_CD,CTGRY_ONE_NM,CTGRY_TWO_FLAG_CD,LOCPLC_ALL_ADDR,ACMD_NMPR_CO,CARD_SETLE_AT,DETAIL_ADDR,CVNTL_NM,UTILIIZA_CHRGE_CN,PROGRM_NM,CNSLT_TEL_NO,RSTDE_GUID_CN,PRKPLCE_EXST_AT,TEL_NO,GO_TRNSPORT_MTH_CN,CMNG_TRNSPORT_MTH_CN,OPN_FCLTY_NM,DSCNT_AT,UTILIIZA_TIME,HMPG_ADDR,OPER_TIME,GID_LA,GID_LO,REPRSNT_IMAGE_ONE_NM,REPRSNT_IMAGE_TWO_NM,REPRSNT_IMAGE_THREE_NM,THEME_MAIN_IMAGE_NM
303,22,범어사 불이문,"불이문은 제3문으로서 절에 이르는 마지막 문이다.

불이(不二) 그 자체는 진리를 나타내는 생과 사도 둘이 아니고 하나라고 하는 진리는 둘이 아니고 하나라고 하는 불문 중 에서도 유마거사의 불이법문이 등장하듯이 일체에 두루 평등한 불교의 진리가 불이문을 통하여 재조명되는 뜻이 있으므로 오직 아문을 통하여 불교의 진리가 전개 되는 것이다.

불이문 역시 전면3간의 맞배지붕 으로서 말쑥한 모습이 숲 속에서 더욱 운치가 있어 보인다. 단조로우면서도 어딘지 모르게 복잡하게 연결방식을 하고 있는 이문은 범어사로 통하는 마지막 문이다.

이문을 통과 함으로써 명실공히 사파를 떠나 정토애로 통하는 길이 열리는 것이다",b03,b03,부산광역시 금정구 청룡동,,null,546,,,,,051)508-3122,연중 무휴,null,051)508-3122,지하철 1호선 범어사역 → 90번 환승,"■ 기차로 오실 때 (부산역하차)&amp;ltbr&amp;gt- 버  스 &amp;ltbr&amp;gt* 43번 → 동래지하철역(50번환승) → 부산산업보건센터 하차( 97분 소요)&amp;ltbr&amp;gt* 67번 → 상공회의소 (80-1환승) → 범어사 입구 하차&amp;ltbr&amp;gt43, 81 → 동래시장(1002(좌석)번환승) → 범어사 지하철역 하차 &amp;ltbr&amp;gt- 지하철 : 1호선 → 범어사역 하차 (도보 10분거리)&amp;ltbr&amp;gt&amp;ltbr&amp;gt■ 비행기로오실 때 (김해공항에서)&amp;ltbr&amp;gt- 307번 공항버스 : 동래지하철역(대동병원) 하차 → 지하철(1호선) 승차 → 범어사역 하차&amp;ltbr&amp;gt- 307번 공항버스 : 강서구청하차 → 지하철 승차, 연산동역에서 1호선 환승 → 범어사역 하차&amp;ltbr&amp;gt&amp;ltbr&amp;gt■ 시외버스로 오실 때&amp;ltbr&amp;gt ○ 노포동 종합버스터미널&amp;ltbr&amp;gt- 버  스&amp;ltbr&amp;gt* 50,148,49-1,37,1002(좌석) → 범어사역하차 약 15~20분 소요&amp;ltbr&amp;gt- 지하철&amp;ltbr&amp;gt* 1호선 → 범어사역 → 도보10분&amp;ltbr&amp;gt &amp;ltbr&amp;gt ○ 사상 서부시외버스터미널&amp;ltbr&amp;gt- 버  스&amp;ltbr&amp;gt* 110 → 럭키아파트 (1002(심야)번환승) → 범어사 입구 하차&amp;ltbr&amp;gt*110 → 광해병원 (50번환승) → 부산 산업보건 센터 하차&amp;ltbr&amp;gt*110 → 온천초등학교 (80-1환승) → 범어사 입구 하차 &amp;ltbr&amp;gt*31 → 동래지하철 하차-(대동병원 50번 환승) → &amp;ltbr&amp;gt부산 산업보건 센터 하차&amp;ltbr&amp;gt- 지하철 : 2호선 → 서면역에서 1호선 환승 → 범어사역 하차 &amp;ltbr&amp;gt",null,null,24시간 이용,,,35.284,129.069,null,null,null,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0398_01.jpg
304,220,두송반도 해안산책로,"승학산에서 봉화산을 지나 남쪽으로 뻗어 내려 감천항과 다대항 사이로 뻗어 내린 것이 두송반도이다.

얼핏 보면 통영 연화도의 용머리 해안과 그 모습이 비슷할 정도로 풍광이 아름다우나 두송반도의 한쪽면을 차지한 조선소로 인해 다소 자연경관의 아름다움이 훼손되는 기분도 든다.

찾아오는 대중교통편은 불편한 편이나 2, 11, 96, 338번 노선버스를 이용한 후 다대2주공@에서 6,7,8번 마을버스를 타면 두송반도 입구 근처(다대4지구 도개공@)에 하차할 수 있다.

다대4지구 도시두송아파트 201동과 202동을 끼고 돌면 두송반도 초입을 알리는 간판이 보인다.
숲길을 벗어나면 오른쪽으로 다대포항이 한 눈에 들어온다. 바다와 맞닿은 두송반도의 끝자락 까지는 1시간30분 정도 걸린다.

해안까지 내려가는 계단도 잘 정비된 상태이며, 두송반도 끝에는 낚시로 유명하여 낚시꾼들이 많이 찾고 있기도 하다.
되돌아오는 길에는 감천항의 모습을 한눈에 볼 수 있는 곳이 두송반도이다",b03,b03,부산 사하구 다대2동,,,null,,,,,051)220-4061,연중 무휴,null,051)220-4061,null,null,null,null,null,,,35.063,128.982,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/14194230.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/14194238.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/14194247.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/14194222.jpg
305,221,삼포해안길(미포-청사포-구덕포),"삼포는 해운대해수욕장과 송정해수욕장 사이, 해안가를 끼고 있는 미포,
청사포, 구덕포 마을을 말하며 미포는 해운대해수욕장에 인접해 있고, 청사포는 달맞이 고개를 넘다보면 우측 아래에 있으며, 구덕포는 송정해수욕장에 인접해 있다.

삼포에 접어들면 붉게 온 하늘을 수 놓으며 떠오르는 태양과 눈이 시리도록 푸른 바다가 펼쳐지며 파도소리, 기차소리를 들으면서 해변 가로등을 따라서 잘 조성된 해변 산책로

미포는 최근 영화 관람객이 1000만을 넘은 ‘해운대’ 영화에서 하지원이 운영했던 횟집과 방파제 등이 있는 전형적인 어촌마을로 인근에는 유람선 선착장 등이 있다.

해운대구에서는 해운대삼포걷기 행사를 4월과 11월에 개최하고 있다",b03,b03,해운대구 해수욕장~송정해수욕장,,,null,,,,,051)749-4081~3,연중 무휴,null,051)749-4081~3,2호선(해운대)&lt;br&gt;,"일반: 307, 115-1, 63&lt;br&gt;급행: 1003, 1001&lt;br&gt;",null,null,null,,,35.158,129.159,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/119141957.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/11914203.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/11914207.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/1016162131.jpg
306,222,아미산전망대,"벨트 사업과 연계한 명실상부한 생태관광지 조성으로
모래섬, 철새, 낙조 등 천혜의 낙동강하구 전경을 조망할 수 있는 최적의 View Point에
국내외 탐방객이 즐겨찾는 낙동강하구 아미산전망대를 건립하여
2011년 2월 21일에 개관하였다.

전망대, 전시·안내시설, 조경시설 등이 있다",b03,b03,부산광역시 사하구 다대낙조,,null,2길 77,,,,,051)888-3591,매주 월요일,주차가능,051-265-6863,"1호선 하단역 하차 후 2,11번으로 환승=&amp;gt 다대포해수욕장 입구하차 후 건너편에서 마을버스 15번으로 환승","일반:2,11번=&amp;gt 다대포해수욕장 입구하차 후 건너편에서 마을버스 15번으로 환승",null,무료,9시~18시,,,35.053,128.961,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/3315359.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/331544.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/3315410.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/3315353.jpg
307,223,낙동강 하류 철새도래지,"낙동강 하류 철새 도래지가 있는 부산과 김해평야 사이의 넓은 하구지역으로 수많은 삼각주와 모래언덕(사구)이 만들어져 있다.

그러나 이 모래언덕은 낙동강의 물이 넘치거나 태풍 등에 의해 옮겨지거나 없어지기도 한다. 철새들은 이러한 변화에 따라 모래언덕을 중심으로 주변의 갯벌을 따라 먹이를 찾아 장소를 옮겨가며 지낸다. 이곳은 물에 사는 작은 동·식물이풍부할 뿐만 아니라 갈대밭이 있는 아직 개간하지 않은 넓은 지역으로 물새들의 안식처로 적합하다.

이러한 환경의 영향으로 봄과 가을에는 우리 나라를 통과하는 도요새와 물떼새류의 대집단이 이곳을 거쳐간다. 또한 겨울에도 낙동강 하류의 삼각주 일대는 거의 얼지 않아서 11월부터 3월까지 해마다 규칙적으로 많은 겨울철새가 모여든다. 간혹 천연기념물로 지정된 재두루미, 저어새 등이 보이며, 제비물떼새, 넙적부리도요 등의 희귀한 새도 볼 수 있다.

이곳은 우리 나라 최대의 철새 도래지 중의 하나일 뿐만 아니라, 일본·한국·러시아를 잇는 지역으로서 국제적으로도 매우 중요한 곳이다. 또한 이 지역의 생물·지질 및 해양환경 등은 학술적·교육적 가치가 높아 천연기념물로 지정하여 보호하고 있다",b03,b03,부산광역시 사하구 낙동남로,,null,1240,,,,,낙동강하구 에코센터 051-888-6861,"1월1일, 월요일(월요일이 공휴일인 경우 그 다음날)",주차가능(유료주차),051-209-2000(낙동강하구 에코센터),"1호선 하단역에서 58, 58-1, 58-2번으로 환승","일반: 58, 58-2좌석:220, 58-1, 221, 220마을:강서구10, 강서구12, 강서구13, 강서구14, 강서구15, 강서구16, 강서구17, 강서구20, 강서구3, 강서구7","4D영화관, 실내체험교육장, 야외체험교육장, 횡단보도건너기, 안전벨트체험, 최첨단 3D\/4D영화체험, 미니전동차 운전",무료,을숙도 철새공원 08:00 ~ 20:00낙동강하구 에코센터 09:00 ~ 18:00(입장은 17:00 까지),,,35.012,128.828,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0149_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0149_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0149_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0149_01.jpg
308,224,대천천,"대천천은 부산 100경에 포함된 곳으로 북구의 대표적인 자연 유원지이다. 화명동에 위치해있다. 대천 계곡의 중류에는 전설이 깃든 애기소(沼) 웅덩이가 있고 여기에 폭포수가 떨어져 장관 을 이루었다.

시냇물이 가로지르는 암벽의 중간에 활등같이 잘룩 굽은 한가운데로 위쪽 물 대야처럼 생긴 앵핑이소에서 흘러내린 물이 폭포를 이루어 웅덩이가 되니, 이것이 애기소이 다. 옛날 폭포의 높이 4m에서 내리 쏟아지는 물 밑 깊숙이 바위들이 앞뒤로 가려 있었는데 한 가운데 수심(水深)은 어른 키의 세길이나 될 만큼 깊었고, 웅덩이의 넓이는 150여평이나 되었다고 한다.

이처럼 이름난 애기소도 여름철이면 닥치는 심한 폭우로 인해 떠내려온 바위들에 덮혀 옛날 의 정취는 많이 줄어들었다",b03,b03,부산광역시 북구 화명동 172번지,,null,null,,,,,051-309-4524,연중 무휴,없음,051-309-4524,2호선 화명역에 하차,"일반:59마을:금정구1, 북구7-2","편의시설: 종합안내센터(유실물보관소\/ 미아보호소 \/ 수유실 \/ 의무실), 편의점, 식당, 카페, 스낵카페, 화장실, 흡연실, 어린이축구장, 어린이 놀이터, 포니승마장, 가족테마존, 생활체육존국제승마경기장, 실내승마장, 승용마하우스",무료,24시간 이용,,,35.251,129.039,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0242_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0242_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0242_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0242_01.jpg
309,225,낙동강변로,"낙동강을 끼고 이어진 약 12km의 도로. 사상구 엄궁동에서부터 사하구 다대포 해수욕장에 이른다.

해가 질 무렵에는 낙동강 하구의 석양, 부산 시민의 젖줄 낙동강의 풍경, 그리고 너머에 보이는 을숙도… 아름다운 풍경 덕에 이 곳은 드라이브 코스로 각광받고 있다. 또한 2007년 사하구청과 육군은 이 곳에 남아 있던 2.8km의 철조망을 철거했다.

간첩단 침투 사건을 계기로 1983년 부산 사하구에 설치되었던 이 철조망은 19년만에 역사 속으로 사라졌으며, 30m 구간만 남겨두어 안보 교육장으로 활용할 계획이다. 탁 트인 전망과 중간 중간 자리한 편의시설 덕택에 자전거, 하이킹 코스로도 인기를 얻고 있다.

이 곳에서는 종종 마라톤, 인라인 대회가 펼쳐진다. 가족과 연인이 함께하는 나들이 코스로도 좋은 낙동강변로에는, 또한 대규모 유채꽃길이 2km에 걸쳐 조성되어 있어 또 하나의 명소로 자리잡고 있다",b03,b03,부산광역시 사하구 장림동,,null,null,,,,,051)220-4062,연중 무휴,불가,051-220-4062,"1호선 괴정역에 하차 후 다대포해수욕장행 11, 96번 버스로 환승","마을:사하구3-1, 사하구5","편의점, 음식점, 화장실",무료,24시간 이용,,,35.154,128.954,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0150_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0150_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0150_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0150_01.jpg
310,226,해운정사,"해운정사는 해운대 푸른 바다가 내려다 보이는 장산 자락에 위치해 있으며, 경허-혜월-운봉-향곡 선사로 내려오는 법맥을 이어 받으신 진제대선사께서 창건하시고 주석하시는 도량으로서, 큰 선방 3개를 갖추어 여름과 겨울 안거 기간에는 전국에서 모여든 발심한 납자 스님들과 안거에 참가하는 재가자들, 매주 토요일 철야정진에 참여하는 시민들로 200여 명의 대중이
참선하는 한국 제일의 참선도량입니다",b03,b03,부산광역시 해운대구 우동2로,,,6월-40,,,,,051)746-2256,연중 무휴,없음,051)746-2256,해운대역하차 2번출구 도보10분,"일반 : 1001, 1003, 139, 39, 31 → 해운대역","화장실, 주차장부대시설: 교육역사관, 민속생활관, 다목적관, 다목적광장, 목석원예관, 놀이마당, 옛돌마당화장실, 솟대동산, 산마루 쉼터",없음,24시간 이용,,,35.168,129.159,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_01.jpg
311,227,해운정사,"해운정사는 해운대 푸른 바다가 내려다 보이는 장산 자락에 위치해 있으며, 경허-혜월-운봉-향곡 선사로 내려오는 법맥을 이어 받으신 진제대선사께서 창건하시고 주석하시는 도량으로서, 큰 선방 3개를 갖추어 여름과 겨울 안거 기간에는 전국에서 모여든 발심한 납자 스님들과 안거에 참가하는 재가자들, 매주 토요일 철야정진에 참여하는 시민들로 200여 명의 대중이 참선하는 한국 제일의 참선도량입니다",b03,b03,부산광역시 해운대구 우동2로,,null,6월-40,,,,,051)746-2256,연중 무휴,없음,051)746-2256,지하철 2호선 해운대역 → 도보 10분,"일반 : 1001, 1003, 139, 39, 31 → 해운대역","간이화장실부대시설: 체육시설, 테니스장, 산책로",없음,24시간 이용,,,35.168,129.159,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0965_01.jpg
312,228,승학산,"승학산은 부산의 가장 서쪽에 있는 산이다. 해발 496m. 고려 말 무학대사가 전국을 돌아다니며 산세를 살폈는데, 이 곳에 오니 산세가 준엄하고 기세가 높아 마치 학이 나는 듯 하다 하여서 승학산이라는 이름을 붙였다는 전설이 전해진다.

구덕산과 시약산의 서쪽에 위치해 있고 엄광산의 남쪽으로 사하구 당리동의 뒷산이다. 승학산의 정상으로 사상구와 사하구가 나누어지며 동아대학교, 부산여고, 건국중고등학교가 산 아래 자리잡고 있다. 승학산은 특히 억새가 아름답기로 이름이 나 있다. 억새밭은 승학산의 동쪽에 있는 제석골 안 쪽에 있다.

수 만평에 이르는 이 억새밭은 계절이 되면 장관을 이룬다. 바람에 흔들리는 억새풀이 거대한 일렁임을 만들어 내는 장관을 보기 위해서 등산객들이 이 곳을 즐겨 찾는다. 10월 초순이 되면 가족 산행, 산상퓨전음악회, 사진콘테스트, 사생대회 등의 행사가 열리는 승학산 억새문화제가 개최된다",b03,b03,부산광역시 사하구 하단동,,null,null,,,,,051)220-4082,연중 무휴,주차가능,051)220-4082,"지하철 1호선 서대신역 → 103번, 167번 환승","15, 161, 67, 8, 167,240","장애인 편의시설, 시민휴게실, 매점 및 휴게실, 유모차 대여, 약수터, 화장실부대시설: 배드민턴장, 가족피크닉장, 부산학생교육문화회관 광장",없음,24시간 이용,,,35.117,128.979,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0620_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0620_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0620_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0620_01.jpg
313,229,선암사,"부산 광역시 진구 부암동에 자리한 천년고찰 백양산 선암사는 신라 문무왕15년(675)에 원효대사가 창건한 유서 깊은 사찰이다. 선암사의 처음 이름은 견강사(見江寺)였는데 뒷산 절벽 바위에서 신라의 국선 화랑도들이 수련하였다 하여 선암사로 부르게 되었다.

선암사가 위치한 당감은 본디 제의를 올리는 신성한 곳으로, 당은 신이 내리는 신성한 나무를 모시는 집이고 감은 감로수를 뜻하는 말이다. 선암사 약수가 유명한 것도 그로부터 연유하며 일찍이 이 곳은 우리 조상들이 한마음으로 공동체를 이루면서 기도를 드린 신성한 도량이었다.

선암사기에 의하면 고려말 왜구들이 불상을 약탈해다가 절을 짓고 불공을 드렸는데 재앙이 잦아지면서 비명으로 목숨을 잃는 자가 많았다. 그래서 그 불상을 다시 배에 실어 응천(지금의 진해시 응천동)으로 보내서 성흥사에 모시고 있다가 현재의 극락전에 모시게 되었는데 기도를 올리면 영험이 있다고 한다.

대웅전을 중심으로 극락전, 관음전, 명부전, 조사전, 칠성각, 산신각, 요사채와 종각이 배치되어 있는 극락정토 도량이며 석축 위 동백나무가 매우 수려하다. 또한 최근에는 용왕단 불사를 하여 용왕님을 새롭게 모시고 있으며, 용왕전 폭포와 신선대의 절경은 가히 선암사 제일이라고 할 수 있다",b03,b03,부산광역시 부산진구 백양산로,,null,138,,,,,051)803-7573,연중 무휴,주차가능,051-803-7573,"지하철 1호선 서면역 → 17번, 23번, 88B 환승 → 선암사 입구 하차","17, 17-1, 25, 88, 169","화장실부대시설: 축구장, 야구장, 족구장, 농구장, 테니스장",없음,24시간 이용,,,35.177,129.028,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0569_02.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0569_03.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0569_04.jpg,http:\/\/vod.busan.go.kr\/photo\/thumbnail\/P_0569_01.jpg
